Age,SibSp,Parch,Fare,FamilySize,IsAlone,Is_Large_Family,Fare_Log,Fare_Per_Person,Is_Child,Is_Senior,Age_Class,Age_Fare,Age_Sq,Fare_Sq,Sex_male,Embarked_Q,Embarked_S,Pclass_2,Pclass_3,Truth,Prediction,Probability,Residual,Abs_Error
-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4923778278429006,-0.5609748304808925,0.8119223343984152,-0.2734755972512319,-0.8189865811572414,-0.3396423326707621,-0.2734755972512319,-0.159111456835146,0.6130741277011017,-0.4976594701137236,-0.2764243136487601,-0.7940854607477059,-1.3555735383351195,3.2513733362117265,-1.6238025415294657,-0.5101515430617262,0.9025873648130484,0,1,0.91284984,-0.9128498435020447,0.9128498435020447
-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.5028639729296732,-0.5609748304808925,0.8119223343984152,-0.2734755972512319,-0.8823470582632056,-0.3541812339645143,-0.2734755972512319,-0.159111456835146,0.6130741277011017,-0.5285947664905187,-0.2764243136487601,-0.8356982467161812,0.7376951317802901,-0.3075623426146228,-1.6238025415294657,-0.5101515430617262,0.9025873648130484,1,0,0.1343951,0.8656049072742462,0.8656049072742462
0.3564616587806195,-0.4745451962498395,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,0.8119223343984152,-0.2734755972512319,-0.3336984726090332,-0.1930808276934222,-0.2734755972512319,-0.159111456835146,0.1204075021178538,0.0243652366047303,0.1391761236518289,-0.4357668312169326,0.7376951317802901,-0.3075623426146228,0.6158384251930635,1.9602018529600025,-1.1079259903080172,1,0,0.2545491,0.7454509139060974,0.7454509139060974
-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4923778278429006,-0.5609748304808925,0.8119223343984152,-0.2734755972512319,-0.8189865811572414,-0.3396423326707621,-0.2734755972512319,-0.159111456835146,0.6130741277011017,-0.4976594701137236,-0.2764243136487601,-0.7940854607477059,0.7376951317802901,3.2513733362117265,-1.6238025415294657,-0.5101515430617262,0.9025873648130484,1,0,0.28076676,0.7192332446575165,0.7192332446575165
-0.7962859910387481,-0.4745451962498395,-0.4736736092984604,-0.4370074380797968,-0.5609748304808925,0.8119223343984152,-0.2734755972512319,-0.5368057694182641,-0.2628720205397746,-0.2734755972512319,-0.159111456835146,-0.8033424208507358,-0.7556414681912141,-0.7490022302566879,-0.594257804840711,0.7376951317802901,-0.3075623426146228,0.6158384251930635,1.9602018529600025,-1.1079259903080172,1,0,0.28637728,0.7136227190494537,0.7136227190494537
-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,0.489103606816847,-0.5609748304808925,0.8119223343984152,-0.2734755972512319,1.1248955097361597,1.0211686786291263,-0.2734755972512319,-0.159111456835146,0.6130741277011017,0.4514269533164956,-0.2764243136487601,1.0629021530354223,0.7376951317802901,-0.3075623426146228,0.6158384251930635,-0.5101515430617262,0.9025873648130484,0,1,0.6939956,-0.6939955949783325,0.6939955949783325
-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4918744606632361,-0.5609748304808925,0.8119223343984152,-0.2734755972512319,-0.8160407306065733,-0.3389444207422986,-0.2734755972512319,-0.159111456835146,0.6130741277011017,-0.4962211798099075,-0.2764243136487601,-0.7921216854519817,0.7376951317802901,-0.3075623426146228,0.6158384251930635,-0.5101515430617262,0.9025873648130484,1,0,0.3361564,0.6638436019420624,0.6638436019420624
-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.1138457087351363,-0.5609748304808925,0.8119223343984152,-0.2734755972512319,0.365260935704026,0.1851874375338074,-0.2734755972512319,-0.159111456835146,-1.1112590618402656,0.0805408464072306,-0.2764243136487601,0.2034281225431616,0.7376951317802901,-0.3075623426146228,0.6158384251930635,-0.5101515430617262,-1.1079259903080172,0,1,0.6254049,-0.6254048943519592,0.6254048943519592
0.9712604053509488,-0.4745451962498395,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,0.8119223343984152,-0.2734755972512319,-0.3336984726090332,-0.1930808276934222,-0.2734755972512319,-0.159111456835146,0.6130741277011017,0.4044802828240555,0.8184370534334368,-0.4357668312169326,0.7376951317802901,-0.3075623426146228,0.6158384251930635,1.9602018529600025,-1.1079259903080172,1,0,0.3973826,0.6026174128055573,0.6026174128055573
0.2027619721380371,-0.4745451962498395,-0.4736736092984604,-0.4902797934380587,-0.5609748304808925,0.8119223343984152,-0.2734755972512319,-0.806763380796033,-0.3367334357529262,-0.2734755972512319,-0.159111456835146,0.9825740968885376,-0.3346298478723167,-0.0082949992612833,-0.7859203137141989,0.7376951317802901,-0.3075623426146228,0.6158384251930635,-0.5101515430617262,0.9025873648130484,1,0,0.4129043,0.587095707654953,0.587095707654953
