Pclass,Age,SibSp,Parch,FamilySize,IsAlone,Fare_Log,Sex_male,Embarked_Q,Embarked_S
0.8273772438659699,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.8119223343984152,1.1248955097361595,0.7376951317802901,-0.3075623426146228,0.6158384251930635
-0.3693648410115938,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.8119223343984152,-3.0585777291682934,0.7376951317802901,-0.3075623426146228,0.6158384251930635
-1.5661069258891576,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.8119223343984152,2.523411982756633,0.7376951317802901,-0.3075623426146228,0.6158384251930635
0.8273772438659699,-0.8731358343600393,-0.47454519624983954,0.7676298785983874,0.059159876663617626,-1.2316448970959013,-0.6455926003653025,-1.3555735383351195,-0.3075623426146228,0.6158384251930635
-0.3693648410115938,0.12591212881674602,0.4327933656785018,0.7676298785983874,0.6792945838081278,-1.2316448970959013,0.35395586016517094,-1.3555735383351195,-0.3075623426146228,0.6158384251930635
0.8273772438659699,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.8119223343984152,-0.741349052303618,0.7376951317802901,-0.3075623426146228,0.6158384251930635
0.8273772438659699,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.8119223343984152,1.1248955097361595,0.7376951317802901,-0.3075623426146228,0.6158384251930635
-1.5661069258891576,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.8119223343984152,2.5497045522452972,0.7376951317802901,-0.3075623426146228,-1.6238025415294657
0.8273772438659699,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.8119223343984152,-0.8189865811572414,0.7376951317802901,3.2513733362117265,-1.6238025415294657
0.8273772438659699,0.12591212881674602,0.4327933656785018,-0.4736736092984604,0.059159876663617626,-1.2316448970959013,-0.01838583697289204,-1.3555735383351195,-0.3075623426146228,0.6158384251930635
-1.5661069258891576,2.0471582118490255,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.8119223343984152,0.6557188297748954,0.7376951317802901,-0.3075623426146228,-1.6238025415294657
0.8273772438659699,-0.6425863043961658,0.4327933656785018,-0.4736736092984604,0.059159876663617626,-1.2316448970959013,-0.5992616204389827,-1.3555735383351195,-0.3075623426146228,0.6158384251930635
0.8273772438659699,-0.10463740114712752,6.784163299176891,2.0089333664952354,5.64037224096421,-1.2316448970959013,1.3361591794576348,0.7376951317802901,-0.3075623426146228,0.6158384251930635
-1.5661069258891576,2.0471582118490255,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.8119223343984152,0.36526093570402607,0.7376951317802901,-0.3075623426146228,0.6158384251930635
0.8273772438659699,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.8119223343984152,-0.8131032608653792,0.7376951317802901,-0.3075623426146228,0.6158384251930635
-1.5661069258891576,0.27961181545932834,0.4327933656785018,-0.4736736092984604,0.059159876663617626,-1.2316448970959013,1.5989745568795648,-1.3555735383351195,3.2513733362117265,-1.6238025415294657
0.8273772438659699,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.8119223343984152,-0.8209591021193487,0.7376951317802901,3.2513733362117265,-1.6238025415294657
